Purchaser State,Purchaser City,Purchaser Zip,Booking Window,# of Guest Days
Indiana,SOUTH BEND,59802,15+ Days,1
Montana,MISSOULA,59802,15+ Days,3
Montana,MISSOULA,59803,04-7 Days,2
Montana,MISSOULA,59808,03 Days,1
Montana,STEVENSVILLE,59870,15+ Days,6
Illinois,ARLINGTON HEIGHTS,60004,02 Days,1
Illinois,ARLINGTON HEIGHTS,60004,08-14 Days,2
Illinois,ARLINGTON HEIGHTS,60004,15+ Days,3
Illinois,ELK GROVE VILLAGE,60007,04-7 Days,6
Illinois,DEER PARK,60010,04-7 Days,9
Illinois,DEER PARK,60010,15+ Days,1
Illinois,INVERNESS,60010,15+ Days,15
Illinois,BANNOCKBURN,60015,03 Days,3
Illinois,DEERFIELD,60015,04-7 Days,6
Illinois,DEERFIELD,60015,15+ Days,18
Illinois,RIVERWOODS,60015,08-14 Days,2
Illinois,RIVERWOODS,60015,15+ Days,6
Illinois,DES PLAINES,60016,03 Days,2
Illinois,DES PLAINES,60016,15+ Days,15
Illinois,DES PLAINES,60018,15+ Days,2
Illinois,GLENCOE,60022,04-7 Days,4
Illinois,GLENCOE,60022,15+ Days,14
Illinois,GLENVIEW,60025,04-7 Days,11
Illinois,GLENVIEW,60025,08-14 Days,2
Illinois,GLENVIEW,60025,15+ Days,12
Illinois,GLENVIEW,60026,08-14 Days,8
Illinois,GLENVIEW,60026,15+ Days,9
Illinois,GRAYSLAKE,60030,03 Days,6
Illinois,GURNEE,60031,02 Days,4
Illinois,HIGHLAND PARK,60035,15+ Days,5
Illinois,HIGHWOOD,60040,08-14 Days,3
Illinois,KENILWORTH,60043,15+ Days,4
Illinois,LAKE FOREST,60045,03 Days,1
Illinois,LAKE FOREST,60045,04-7 Days,2
Illinois,LAKE VILLA,60046,15+ Days,9
Illinois,LAKE ZURICH,60047,15+ Days,14
Illinois,LONG GROVE,60047,04-7 Days,15
Illinois,LONG GROVE,60047,08-14 Days,2
Illinois,LONG GROVE,60047,15+ Days,1
Illinois,LIBERTYVILLE,60048,15+ Days,1
Illinois,MCHENRY,60050,15+ Days,4
Illinois,MCHENRY,60051,04-7 Days,1
Illinois,MCHENRY,60051,15+ Days,3
Illinois,MORTON GROVE,60053,03 Days,1
Illinois,MORTON GROVE,60053,15+ Days,4
Illinois,VERNON HILLS,60061,04-7 Days,14
Illinois,NORTHBROOK,60062,02 Days,3
Illinois,NORTHBROOK,60062,03 Days,2
Illinois,NORTHBROOK,60062,04-7 Days,8
Illinois,NORTHBROOK,60062,08-14 Days,6
Illinois,NORTHBROOK,60062,15+ Days,15
Illinois,PALATINE,60067,02 Days,4
Illinois,PALATINE,60067,04-7 Days,12
Illinois,PARK RIDGE,60068,02 Days,3
Illinois,PARK RIDGE,60068,04-7 Days,6
Illinois,PARK RIDGE,60068,08-14 Days,4
Illinois,PARK RIDGE,60068,15+ Days,17
Illinois,LINCOLNSHIRE,60069,04-7 Days,2
Illinois,PROSPECT HEIGHTS,60070,08-14 Days,9
Illinois,PALATINE,60074,02 Days,4
Illinois,SKOKIE,60076,02 Days,1
Illinois,WAUCONDA,60084,04-7 Days,5
Illinois,BUFFALO GROVE,60089,15+ Days,2
Illinois,WILMETTE,60091,03 Days,8
Illinois,WILMETTE,60091,04-7 Days,2
Illinois,WILMETTE,60091,08-14 Days,4
Illinois,WILMETTE,60091,15+ Days,9
Illinois,NORTHFIELD,60093,02 Days,3
Illinois,WINNETKA,60093,03 Days,6
Illinois,WINNETKA,60093,04-7 Days,7
Illinois,WINNETKA,60093,15+ Days,8
Illinois,BARTLETT,60103,15+ Days,12
Illinois,CARPENTERSVILLE,60110,15+ Days,6
Illinois,ELMHURST,60126,08-14 Days,5
Illinois,ELMHURST,60126,15+ Days,15
Illinois,FOREST PARK,60130,04-7 Days,3
Illinois,FOREST PARK,60130,08-14 Days,3
Illinois,GLEN ELLYN,60137,08-14 Days,1
Illinois,GLEN ELLYN,60137,15+ Days,6
Illinois,LOMBARD,60148,03 Days,1
Illinois,LOMBARD,60148,15+ Days,3
Illinois,HOFFMAN ESTATES,60169,02 Days,3
Illinois,ROSELLE,60172,04-7 Days,2
Illinois,ST. CHARLES,60174,08-14 Days,3
Illinois,SAINT CHARLES,60175,15+ Days,2
Illinois,ST. CHARLES,60175,02 Days,3
Illinois,WEST CHICAGO,60185,03 Days,9
Illinois,WHEATON,60189,08-14 Days,3
Illinois,SCHAUMBURG,60193,02 Days,2
Illinois,SCHAUMBURG,60193,04-7 Days,6
Illinois,EVANSTON,60201,02 Days,9
Illinois,EVANSTON,60201,03 Days,1
Illinois,EVANSTON,60201,04-7 Days,7
Illinois,EVANSTON,60201,15+ Days,9
Illinois,EVANTON,60201,15+ Days,6
Illinois,EVANSTON,60202,02 Days,2
Illinois,EVANSTON,60202,04-7 Days,2
Illinois,EVANSTON,60202,15+ Days,3
Illinois,EVANSTON,60203,15+ Days,1
Illinois,OAK PARK,60301,15+ Days,9
Illinois,OAK PARK,60302,02 Days,3
Illinois,OAK PARK,60302,08-14 Days,2
Illinois,OAK PARK,60302,15+ Days,13
Illinois,RIVER FOREST,60305,08-14 Days,3
Illinois,RIVER FOREST,60305,15+ Days,28
Illinois,BERWYN,60402,04-7 Days,1
Illinois,BERWYN,60402,08-14 Days,2
Illinois,SHOREWOOD,60404,03 Days,9
Illinois,CHICAGO RIDGE,60415,04-7 Days,6
Illinois,FRANKFORT,60423,15+ Days,6
Illinois,BOLINGBROOK,60440,15+ Days,6
Illinois,OAK LAWN,60453,15+ Days,6
Illinois,HICKORY HILLS,60457,15+ Days,12
Illinois,ORLAND PARK,60462,03 Days,6
Illinois,ORLAND PARK,60467,04-7 Days,1
Illinois,TINLEY PARK,60487,02 Days,3
Illinois,HOMER GLEN,60491,02 Days,2
Illinois,BROOKFIELD,60513,15+ Days,8
Illinois,CLARENDON HILLS,60514,08-14 Days,11
Illinois,CLARENDON HILLS,60514,15+ Days,5
Illinois,WOODRIDGE,60517,15+ Days,14
Illinois,HINSDALE,60521,01 Day,3
Illinois,HINSDALE,60521,03 Days,1
Illinois,HINSDALE,60521,08-14 Days,2
Illinois,OAKBROOK,60523,15+ Days,9
Illinois,OAK BROOK,60523,04-7 Days,3
Illinois,SINGAPORE,60523,08-14 Days,6
Illinois,INDIAN HEAD PARK,60525,08-14 Days,12
Illinois,LA GRANGE,60525,02 Days,16
Illinois,LA GRANGE,60525,03 Days,1
Illinois,BURR RIDGE,60527,08-14 Days,1
Illinois,LISLE,60532,04-7 Days,24
Illinois,LISLE,60532,15+ Days,9
Illinois,MONTGOMERY,60538,08-14 Days,2
Illinois,NAPERVILLE,60540,03 Days,3
Illinois,NAPERVILLE,60540,04-7 Days,1
Illinois,NORTH AURORA,60542,04-7 Days,1
Illinois,WESTERN SPRINGS,60558,03 Days,2
Illinois,WESTERN SPRINGS,60558,04-7 Days,3
Illinois,YORKVILLE,60560,15+ Days,12
Illinois,NAPERVILLE,60563,03 Days,9
Illinois,NAPERVILLE,60563,08-14 Days,2
Illinois,NAPERVILLE,60563,15+ Days,5
Illinois,NAPERVILLE,60564,15+ Days,6
Illinois,NAPERVILLE,60565,15+ Days,34
Illinois,PLAINFIELD,60585,02 Days,1
Illinois,PLAINFIELD,60585,03 Days,1
Illinois,CHICAGO,60601,08-14 Days,6
Illinois,CHICAGO,60603,03 Days,2
Illinois,CHICAGO,60603,15+ Days,6
Illinois,CHICAGO,60605,04-7 Days,1
Illinois,CHICAGO,60605,08-14 Days,4
Illinois,CHICAGO,60605,15+ Days,6
Illinois,CHICAGO,60606,15+ Days,2
Illinois,CHICAGO,60607,02 Days,9
Illinois,CHICAGO,60607,03 Days,1
Illinois,CHICAGO,60607,15+ Days,31
Illinois,CHICAGO,60610,02 Days,1
Illinois,CHICAGO,60610,03 Days,1
Illinois,CHICAGO,60610,04-7 Days,6
Illinois,CHICAGO,60610,08-14 Days,5
Illinois,CHICAGO,60610,15+ Days,12
Illinois,CHICAGO,60611,03 Days,12
Illinois,CHICAGO,60611,08-14 Days,5
Illinois,CHICAGO,60611,15+ Days,7
Illinois,CHICAGO,60612,08-14 Days,12
Illinois,CHICAGO,60612,15+ Days,2
Illinois,CHICAGO,60613,02 Days,2
Illinois,CHICAGO,60613,03 Days,2
Illinois,CHICAGO,60613,08-14 Days,6
Illinois,CHICAGO,60613,15+ Days,19
Illinois,CHICAGO,60614,02 Days,7
Illinois,CHICAGO,60614,03 Days,2
Illinois,CHICAGO,60614,04-7 Days,15
Illinois,CHICAGO,60614,08-14 Days,20
Illinois,CHICAGO,60614,15+ Days,19
Illinois,CHICAGO,60616,04-7 Days,6
Illinois,CHICAGO,60616,15+ Days,3
Illinois,CHICAGO,60618,15+ Days,13
Illinois,CHICAGO,60622,03 Days,2
Illinois,CHICAGO,60622,04-7 Days,11
Illinois,CHICAGO,60622,08-14 Days,7
Illinois,CHICAGO,60622,15+ Days,32
Illinois,CHICAGO,60625,04-7 Days,1
Illinois,CHICAGO,60625,08-14 Days,2
Illinois,CHICAGO,60625,15+ Days,9
Illinois,CHICAGO,60626,08-14 Days,1
Illinois,CHICAGO,60626,15+ Days,3
Illinois,CHICAGO,60634,15+ Days,3
Illinois,CHICAGO,60640,03 Days,3
Illinois,CHICAGO,60640,04-7 Days,1
Illinois,CHICAGO,60640,15+ Days,3
Illinois,CHICAGO,60642,02 Days,6
Illinois,CHICAGO,60642,04-7 Days,5
Illinois,CHICAGO,60642,08-14 Days,2
Illinois,CHICAGO,60642,15+ Days,6
Illinois,CHICAGO,60647,02 Days,4
Illinois,CHICAGO,60647,03 Days,4
Illinois,CHICAGO,60647,04-7 Days,5
Illinois,CHICAGO,60647,08-14 Days,7
Illinois,CHICAGO,60647,15+ Days,14
Illinois,CHICAGO,60651,04-7 Days,3
Illinois,CHICAGO,60654,03 Days,2
Illinois,CHICAGO,60654,04-7 Days,3
Illinois,CHICAGO,60654,08-14 Days,6
Illinois,CHICAGO,60654,15+ Days,11
Illinois,NAPERVILLE,60654,04-7 Days,3
Illinois,CHICAGO,60656,08-14 Days,3
Illinois,CHICAGO,60657,02 Days,6
Illinois,CHICAGO,60657,03 Days,8
Illinois,CHICAGO,60657,04-7 Days,9
Illinois,CHICAGO,60657,08-14 Days,10
Illinois,CHICAGO,60657,15+ Days,26
Illinois,CHICAGO,60660,03 Days,2
Illinois,CHICAGO,60661,08-14 Days,6
Illinois,CHICAGO,60661,15+ Days,8
Illinois,CICERO,60804,02 Days,12
Illinois,ROSCOE,61073,02 Days,9
Illinois,ROSCOE,61073,04-7 Days,7
Illinois,ROCKFORD,61103,15+ Days,4
Illinois,CHAMPAIGN,61821,08-14 Days,8
Illinois,SAVOY,61874,04-7 Days,3
Illinois,EDWARDSVILLE,62025,08-14 Days,9
Illinois,ROXANA,62084,15+ Days,6
Illinois,BELLEVILLE,62220,04-7 Days,6
Illinois,BELLEVILLE,62220,08-14 Days,2
Illinois,BELLEVILLE,62221,03 Days,1
Illinois,BELLEVILLE,62221,04-7 Days,3
Illinois,COLUMBIA,62236,08-14 Days,2
Illinois,COLUMBIA,62236,15+ Days,4
Illinois,HIGHLAND,62249,04-7 Days,5
Illinois,O'FALLON,62269,15+ Days,3
Illinois,SHILOH,62269,02 Days,1
Missouri,WILDWOOD,63005,04-7 Days,21
Missouri,WILDWOOD,63011,02 Days,2
Missouri,CHESTERFIELD,63017,03 Days,6
Missouri,CHESTERFIELD,63017,04-7 Days,16
Missouri,CHESTERFIELD,63017,15+ Days,20
Missouri,BALLWIN,63021,04-7 Days,2
Missouri,BALLWIN ,63021,15+ Days,2
Missouri,MANCHESTER,63021,04-7 Days,6
Missouri,EUREKA,63025,02 Days,3
Missouri,EUREKA,63025,15+ Days,5
Missouri,LABDIE,63055,04-7 Days,6
Missouri,MANCHESTER,63088,08-14 Days,6
Missouri,WASHINGTON,63090,15+ Days,9
Missouri,ST. LOUIS,63103,08-14 Days,4
Missouri,SAINT LOUIS,63104,04-7 Days,4
Missouri,SAINT LOUIS,63104,15+ Days,22
Missouri,CLAYTON,63105,15+ Days,12
Missouri,SAINT LOUIS,63105,03 Days,5
Missouri,ST. LOUI,63105,08-14 Days,6
Missouri,ST LOUIS,63105,04-7 Days,6
Missouri,SAINT LOUIS,63108,02 Days,2
Missouri,ST. LOUIS,63108,02 Days,2
Missouri,ST. LOUIS,63108,03 Days,1
Missouri,ST. LOUIS,63111,04-7 Days,1
Missouri,SAINT LOUIS,63112,02 Days,6
Missouri,ST. LOUIS,63117,04-7 Days,8
Missouri,ST. LOUIS,63117,08-14 Days,6
Missouri,KIRKWOOD,63122,03 Days,2
Missouri,KIRKWOOD,63122,04-7 Days,14
Missouri,KIRKWOOD,63122,15+ Days,16
Missouri,SAINT LOUIS,63122,08-14 Days,6
Missouri,SAINT LOUIS,63122,15+ Days,9
Missouri,ST. LOUIS,63123,02 Days,9
Missouri,SAINT LOUIS,63124,15+ Days,12
Missouri,ST LOUIS,63130,03 Days,3
Missouri,ST LOUIS,63130,04-7 Days,5
Missouri,ST LOUIS,63130,08-14 Days,1
Missouri,ST LOUIS,63130,15+ Days,6
Missouri,FRONTENAC,63131,03 Days,9
Missouri,ST LOUIS,63131,15+ Days,11
Missouri,SAINT LOUIS,63141,02 Days,6
Missouri,ST. LOUIS,63141,02 Days,2
Missouri,ST. LOUIS,63141,04-7 Days,2
Missouri,ST. LOUIS,63141,08-14 Days,2
Missouri,BRENTWOOD,63144,04-7 Days,2
Missouri,ST. LOUIS,63144,15+ Days,3
Missouri,ST LOUIS,63146,08-14 Days,2
Missouri,ST LOUIS,63146,15+ Days,2
Missouri,SAINT CHARLES,63303,15+ Days,9
Missouri,SAINT PETERS,63303,08-14 Days,7
Missouri,ST CHARLES,63304,03 Days,2
Missouri,FORISTELL,63348,04-7 Days,4
Missouri,OFALLON,63366,15+ Days,6
Missouri,O'FALLON,63366,03 Days,4
Missouri,LAKE SAINT LOUIS,63367,15+ Days,4
Missouri,OFALLON,63368,08-14 Days,4
Missouri,KANSAS CITY,64106,15+ Days,6
Missouri,KANSAS CITY,64108,15+ Days,27
Missouri,KANSAS CITY,64110,04-7 Days,1
Missouri,KANSAS CITY,64113,15+ Days,12
Missouri,KANSAS CITY,64154,15+ Days,8
Missouri,KANSAS CITY,64416,04-7 Days,2
Unknown,MONTERREY N.L.,64630,02 Days,15
Missouri,JEFFERSON,65109,15+ Days,3
Missouri,JEFFERSON CITY,65109,15+ Days,3
Missouri,COLUMBIA,65202,15+ Days,9
Missouri,COLUMBIA,65203,15+ Days,6
Missouri,ROLLA,65401,15+ Days,2
Missouri,REPUBLIC,65738,03 Days,3
Missouri,SPRINGFIELD,65809,08-14 Days,6
Missouri,SPRINGFIELD,65809,15+ Days,1
Kansas,BALDWIN CITY,66006,15+ Days,9
Kansas,LAWRENCE,66049,04-7 Days,13
Kansas,OLATHE,66061,15+ Days,6
Kansas,OLATHE,66062,04-7 Days,6
Kansas,OTTAWA,66067,15+ Days,6
Kansas,STILWELL,66085,04-7 Days,2
Nu,"SANTA CATARINA, NL",66181,04-7 Days,3
Kansas,OVERLAND PARK,66202,04-7 Days,3
Kansas,OVERLAND PARK,66207,15+ Days,2
Kansas,OVERLAND PARK,66214,15+ Days,10
Kansas,SHAWNEE,66216,02 Days,2
Kansas,LENEXA,66220,04-7 Days,12
Kansas,OVERLAND PARK,66223,02 Days,6
Kansas,OVERLAND PARK,66223,03 Days,2
Alberta,"GARZA GARCIA,NL",66288,04-7 Days,6
Alberta,"GARZA GARCIA,NL",66288,15+ Days,25
Unknown,"GARZA GARCIA,NL",66288,08-14 Days,6
Kansas,TOPEKA,66604,04-7 Days,3
Kansas,DERBY,67037,08-14 Days,3
Kansas,WICHITA,67205,15+ Days,1
Kansas,WICHITA,67207,15+ Days,14
Kansas,PARK CITY,67219,15+ Days,2
Nebraska,FREMONT,68025,03 Days,9
Nebraska,OMAHA,68124,15+ Days,9
Nebraska,OMAHA,68127,15+ Days,1
Nebraska,OMAHA,68142,15+ Days,1
Nebraska,LINCOLN,68506,08-14 Days,12
Nebraska,LINCOLN,68510,03 Days,1
Nebraska,GERING,69341,08-14 Days,4
Nebraska,SCOTTSBLUFF,69361,02 Days,2
Nebraska,SCOTTSBLUFF,69361,08-14 Days,3
Lousiana,KENNER,70001,02 Days,1
Lousiana,KENNER,70001,04-7 Days,6
Lousiana,METAIRIE,70001,02 Days,16
Lousiana,METAIRIE,70001,04-7 Days,8
Lousiana,METAIRIE,70001,08-14 Days,15
Lousiana,METAIRIE,70001,15+ Days,8
Lousiana,METAIRIE,70002,15+ Days,25
Lousiana,KENNER,70065,02 Days,1
Lousiana,KENNER,70065,15+ Days,6
Lousiana,LUTCHER,70071,15+ Days,9
Lousiana,NEW ORLEANS,70115,08-14 Days,6
Lousiana,NEW ORLEANS,70118,08-14 Days,6
Lousiana,RIVER RIDGE,70123,03 Days,3
Lousiana,RIVER RIDGE,70123,15+ Days,12
Lousiana,NEW ORLEANS,70124,02 Days,2
Lousiana,NEW ORLEANS,70124,08-14 Days,3
Lousiana,NEW ORLEANS,70124,15+ Days,16
Lousiana,NEW ORLEANS,70130,15+ Days,9
Lousiana,HOUMA,70360,03 Days,6
Lousiana,HOUMA,70361,03 Days,6
Lousiana,RACELAND,70394,03 Days,18
Lousiana,COVINGTON,70433,04-7 Days,1
Lousiana,COVINGTON,70433,15+ Days,15
Lousiana,MADISONVILLE,70447,08-14 Days,6
Lousiana,MANDEVILLE,70448,02 Days,4
Lousiana,SLIDELL,70458,15+ Days,9
Lousiana,SLIDELL,70461,04-7 Days,4
Lousiana,SLIDELL,70461,15+ Days,8
Lousiana,MANDEVILLE,70471,02 Days,9
Lousiana,MANDEVILLE,70471,15+ Days,6
Lousiana,"MANDEVILLE, LA",70471,04-7 Days,6
Lousiana,MNADEVILLE,70471,15+ Days,21
Lousiana,LAFAYETTE,70503,15+ Days,8
Lousiana,LAFAYETTE,70508,15+ Days,3
Lousiana,YOUNGSVILLE,70592,15+ Days,3
Lousiana,LAKE CHARLES,70601,08-14 Days,13
Lousiana,LAKE CHARLES,70605,04-7 Days,2
Lousiana,LAKE CHARLES,70605,15+ Days,35
Lousiana,BAKER,70714,08-14 Days,4
Lousiana,BAKER,70714,15+ Days,4
Lousiana,BRUSLY,70719,08-14 Days,11
Lousiana,LIVINGSTON,70754,15+ Days,4
Lousiana,PRAIRIEVILLE,70769,15+ Days,6
Lousiana,WALKER,70785,15+ Days,4
Lousiana,ZACHARY,70791,08-14 Days,8
Lousiana,BATON ROUGE,70806,15+ Days,9
Lousiana,BATON ROUGE,70808,08-14 Days,12
Lousiana,BATON ROUGE,70808,15+ Days,9
Lousiana,BATON ROUGE,70809,02 Days,6
Lousiana,BATON ROUGE,70809,03 Days,2
Lousiana,BATON ROUGE,70809,04-7 Days,12
Lousiana,BATON ROUGE,70809,15+ Days,6
Lousiana,BATON ROUGE,70810,04-7 Days,6
Lousiana,BATON ROUGE,70810,08-14 Days,3
Lousiana,BATON ROUGE,70815,15+ Days,3
Lousiana,BATON ROUGE,70816,15+ Days,2
Lousiana,BATON ROUGE,70819,08-14 Days,3
Lousiana,SHREVEPORT,71104,15+ Days,3
Lousiana,SHREVEPORT,71106,03 Days,9
Lousiana,SHREVEPORT,71115,02 Days,3
Lousiana,SHREVEPORT,71115,15+ Days,8
Lousiana,MONROE,71201,03 Days,6
Lousiana,MONROE,71201,15+ Days,6
Lousiana,CHATHAM,71226,15+ Days,7
Lousiana,VIDALIA,71373,03 Days,4
Arkansas,HOT SPRINGS,71901,08-14 Days,12
Arkansas,HOT SPRINGS,71913,02 Days,14
Arkansas,HOT SPRINGS,71913,08-14 Days,24
Arkansas,ALEXANDER,72002,15+ Days,6
Arkansas,GREENBRIER,72058,15+ Days,4
Arkansas,FAYETTEVILLE,72073,15+ Days,6
Arkansas,MAUMELLE,72113,02 Days,4
Arkansas,MAUMELLE,72113,08-14 Days,9
Arkansas,MAUMELLE,72113,15+ Days,36
Arkansas,SHERWOOD,72120,15+ Days,2
Arkansas,LITTLE ROCK,72207,08-14 Days,6
Arkansas,LITTLE ROCK,72223,15+ Days,4
Arkansas,JONESBORO,72401,08-14 Days,3
Arkansas,JONESBORO,72401,15+ Days,6
Arkansas,IMBODEN,72434,15+ Days,9
Arkansas,EUREKA SPRINGS,72632,04-7 Days,3
Arkansas,MOUNTAIN HOME,72653,15+ Days,6
Arkansas,MTN HOME,72653,02 Days,2
Arkansas,FAYETTEVILLE,72701,08-14 Days,15
Arkansas,FAYETTEVILLE,72701,15+ Days,3
Arkansas,FAYETTEVILLE,72703,15+ Days,9
Arkansas,FAYETTEVILLE,72704,15+ Days,12
Arkansas,BENTONVILLE,72712,08-14 Days,6
Arkansas,ROGERS,72758,15+ Days,3
Arkansas,SPRINGDALE,72762,08-14 Days,4
Arkansas,SPRINGDALE,72762,15+ Days,4
Arkansas,SPRINGDALE,72764,08-14 Days,9
Arkansas,SPRINGDALE,72764,15+ Days,18
Arkansas,VAN BUREN,72956,15+ Days,3
Oklahoma,EDMOND,73012,15+ Days,4
Oklahoma,EDMOND,73013,04-7 Days,6
Oklahoma,EDMOND,73013,08-14 Days,3
Oklahoma,EDMOND,73013,15+ Days,4
Oklahoma,EDMOND,73034,15+ Days,3
Oklahoma,NORMAN,73071,04-7 Days,2
Oklahoma,NORMAN,73072,04-7 Days,15
Oklahoma,OKLAHOMA CITY,73104,08-14 Days,2
Oklahoma,OKLAHOMA CITIY,73150,08-14 Days,3
Oklahoma,MOORE,73170,15+ Days,6
Texas,HEUBACH,73540,02 Days,2
Oklahoma,BROKEN ARROW,74012,15+ Days,9
Oklahoma,OWASSO,74055,15+ Days,9
Oklahoma,TULSA,74119,02 Days,1
Oklahoma,TULSA,74133,08-14 Days,3
Oklahoma,TULSA,74135,04-7 Days,3
Oklahoma,TULSA,74137,03 Days,6
Oklahoma,TULSA,74137,04-7 Days,5
Oklahoma,TULSA,74137,08-14 Days,3
Oklahoma,TULSA,74137,15+ Days,6
Texas,ADDISON,75001,02 Days,2
Texas,ADDISON,75001,03 Days,6
Texas,ADDISON,75001,04-7 Days,6
Texas,ADDISON,75001,15+ Days,5
Texas,ALLEN,75002,04-7 Days,6
Texas,ALLEN,75002,08-14 Days,3
Texas,ALLEN,75002,15+ Days,13
Texas,CARROLLTON,75006,08-14 Days,3
Texas,CARROLLTON,75006,15+ Days,4
Texas,CARROLLTON,75007,02 Days,2
Texas,CARROLLTON,75007,15+ Days,3
Texas,CARROLLTON,75010,02 Days,2
Texas,CARROLLTON,75010,15+ Days,1
Texas,ALLEN,75013,02 Days,2
Texas,ALLEN,75013,04-7 Days,4
Texas,ALLEN,75013,15+ Days,6
Other,PARIS,75018,04-7 Days,6
Texas,COPPELL,75019,15+ Days,7
Texas,DENISON,75021,08-14 Days,3
Texas,PLANO,75023,03 Days,2
Texas,PLANO,75023,08-14 Days,6
Texas,PLANO,75023,15+ Days,6
Texas,PLANO,75024,02 Days,1
Texas,PLANO,75024,15+ Days,12
Texas,PLANO,75025,15+ Days,12
Texas,FLOWER MOUND,75028,01 Day,1
Texas,FLOWER MOUND,75028,04-7 Days,7
Texas,FLOWER MOUND,75028,15+ Days,1
Texas,FRISCO,75034,15+ Days,37
Texas,FRISCO,75035,02 Days,1
Texas,FRISCO,75035,15+ Days,4
Texas,IRVING,75039,15+ Days,2
Texas,SACHSE,75048,15+ Days,3
Texas,GRAND PRAIRIE,75050,04-7 Days,2
Texas,GRAND PRAIRIE,75052,04-7 Days,2
Texas,GRAND PRAIRIE,75052,08-14 Days,3
Texas,IRVING,75062,04-7 Days,2
Texas,IRVING,75063,02 Days,6
Texas,IRVING,75063,04-7 Days,2
Texas,IRVING,75063,08-14 Days,3
Texas,IRVING,75063,15+ Days,9
Texas,FAIRVIEW,75069,08-14 Days,9
Texas,MCKINNEY,75069,15+ Days,2
Texas,MCKINNEY,75070,03 Days,2
Texas,MCKINNEY,75070,04-7 Days,8
Texas,MCKINNEY,75070,08-14 Days,4
Texas,MCKINNEY,75070,15+ Days,12
Texas,PLANO,75075,04-7 Days,1
Texas,COPPER CANYON,75077,04-7 Days,3
Texas,COPPER CANYON,75077,08-14 Days,3
Texas,HIGHLAND VILLAGE,75077,04-7 Days,4
Texas,TX,75077,08-14 Days,6
Texas,PROSPER,75078,08-14 Days,6
Texas,RICHARDSON,75080,08-14 Days,6
Texas,RICHARDSON,75080,15+ Days,6
Texas,RICHARDSON,75082,01 Day,3
Texas,RICHARDSON,75082,04-7 Days,6
Texas,RICHARDSON,75082,08-14 Days,2
Texas,SHERMAN,75092,15+ Days,12
Texas,PLANO,75093,04-7 Days,28
Texas,PLANO,75093,08-14 Days,20
Texas,PLANO,75093,15+ Days,8
Texas,WYLIE,75098,03 Days,6
Texas,TERRELL,75160,08-14 Days,8
Texas,MESQUITE,75181,15+ Days,10
Texas,DALLAS,75201,04-7 Days,7
Texas,DALLAS,75204,02 Days,6
Texas,DALLAS,75204,03 Days,10
Texas,DALLAS,75204,04-7 Days,9
Texas,DALLAS,75204,08-14 Days,1
Texas,DALLAS,75204,15+ Days,18
Texas,"DALLAS,",75204,15+ Days,2
Texas,DALLAS,75205,04-7 Days,1
Texas,DALLAS,75205,15+ Days,17
Texas,DALLAS,75206,02 Days,4
Texas,DALLAS,75206,03 Days,4
Texas,DALLAS,75206,08-14 Days,6
Texas,DALLAS,75207,15+ Days,1
Texas,DALLAS,75208,15+ Days,9
Texas,DALLAS,75209,02 Days,3
Texas,DALLAS,75209,04-7 Days,1
Texas,DALLAS,75209,08-14 Days,1
Texas,DALLAS,75211,08-14 Days,2
Texas,DALLAS,75214,08-14 Days,13
Texas,DALLAS,75214,15+ Days,15
Texas,DALLAS,75218,03 Days,7
Texas,DALLAS,75218,04-7 Days,6
Texas,DALLAS,75218,08-14 Days,12
Texas,DALLAS,75218,15+ Days,34
Texas,DALLAS,75219,03 Days,3
Texas,DALLAS,75219,04-7 Days,1
Texas,DALLAS,75219,08-14 Days,5
Texas,DALLAS,75219,15+ Days,18
Texas,DALLAS,75223,08-14 Days,3
Texas,DALLAS,75225,02 Days,3
Texas,DALLAS,75225,08-14 Days,1
Texas,DALLAS,75227,04-7 Days,3
Texas,DALLAS,75229,08-14 Days,15
Texas,DALLAS,75229,15+ Days,12
Texas,DALLAS,75230,08-14 Days,3
Texas,DALLAS,75230,15+ Days,16
Texas,FARMERS BRANCH,75234,03 Days,2
Texas,DALLAS,75238,04-7 Days,4
Texas,DALLAS,75240,04-7 Days,9
Texas,DALLAS,75240,08-14 Days,3
Texas,DALLAS,75240,15+ Days,19
Texas,DALLAS,75243,15+ Days,14
Texas,DALLAS,75244,15+ Days,18
Texas,DALLAS,75248,02 Days,2
Texas,DALLAS,75248,08-14 Days,11
Texas,DALLAS,75252,02 Days,4
Texas,DALLAS,75252,08-14 Days,1
Texas,DALLAS,75254,03 Days,4
Texas,DALLAS,75254,15+ Days,3
Texas,DALLAS,75287,02 Days,1
Texas,DALLAS,75287,04-7 Days,6
Texas,LONGVIEW,75602,08-14 Days,8
Texas,TYLER,75701,03 Days,3
Texas,TYLER,75703,15+ Days,3
Texas,NACOGDOCHES,75963,15+ Days,3
Texas,ARLINGTON,76012,08-14 Days,6
Texas,ARLINGTON,76013,04-7 Days,2
Texas,ARLINGTON,76016,04-7 Days,6
Texas,ARLINGTON,76016,08-14 Days,3
Texas,AZLE,76020,04-7 Days,4
Texas,AZLE,76020,08-14 Days,6
Texas,EULESS,76040,15+ Days,8
Texas,GRAPEVINE,76051,02 Days,6
Texas,HURST,76054,15+ Days,12
Texas,JOSHUA,76058,02 Days,1
Texas,KENNEDALE,76060,15+ Days,2
Texas,MANSFIELD,76063,04-7 Days,1
