Purchaser State,Purchaser City,Purchaser Zip,Booking Window,# of Guest Days
Texas,MANSFIELD,76063,15+ Days,15
Texas,SOUTHLAKE,76092,03 Days,7
Texas,SOUTHLAKE,76092,08-14 Days,12
Texas,FORT WORTH,76107,04-7 Days,4
Texas,FORT WORTH,76108,08-14 Days,2
Texas,FORT WORTH,76109,04-7 Days,2
Texas,FORT WORTH,76109,15+ Days,4
Texas,FORT WORTH,76179,08-14 Days,6
Texas,DENTON,76205,15+ Days,6
Texas,KELLER,76248,03 Days,14
Texas,KELLER,76248,15+ Days,9
Texas,WICHITA FALLS,76309,08-14 Days,5
Texas,WACO,76707,08-14 Days,9
Texas,WACO,76710,03 Days,2
Texas,WACO,76710,04-7 Days,2
Texas,HOUSTON,77002,15+ Days,3
Texas,HOUSTON,77003,02 Days,2
Texas,HOUSTON,77003,15+ Days,2
Texas,HOUSTON,77004,04-7 Days,5
Texas,HOUSTON,77004,15+ Days,2
Texas,HOUSTON,77005,04-7 Days,12
Texas,HOUSTON,77005,15+ Days,18
Texas,HOUSTON,77006,02 Days,3
Texas,HOUSTON,77006,03 Days,1
Texas,HOUSTON,77006,08-14 Days,5
Texas,HOUSTON,77006,15+ Days,31
Texas,HOUSTON,77007,02 Days,3
Texas,HOUSTON,77007,03 Days,9
Texas,HOUSTON,77007,04-7 Days,13
Texas,HOUSTON,77007,08-14 Days,15
Texas,HOUSTON,77007,15+ Days,25
Texas,HOUSTON,77008,04-7 Days,6
Texas,HOUSTON,77008,08-14 Days,8
Texas,HOUSTON,77008,15+ Days,3
Texas,HOUSTON,77018,15+ Days,6
Texas,HOUSTON,77019,03 Days,15
Texas,HOUSTON,77019,04-7 Days,12
Texas,HOUSTON,77019,08-14 Days,1
Texas,HOUSTON,77019,15+ Days,5
Texas,HOUSTON,77024,03 Days,2
Texas,HOUSTON,77024,15+ Days,3
Texas,HOUSTON,77027,03 Days,2
Texas,HOUSTON,77027,04-7 Days,6
Texas,HOUSTON,77030,08-14 Days,3
Texas,HOUSTON,77030,15+ Days,12
Texas,HOUSTON,77041,02 Days,4
Texas,HOUSTON,77041,04-7 Days,6
Texas,HOUSTON,77044,08-14 Days,1
Texas,HOUSTON,77049,15+ Days,9
Texas,HOUSTON,77054,15+ Days,3
Texas,HOSTON,77055,15+ Days,3
Texas,HOUSTON,77055,04-7 Days,6
Texas,HOUSTON,77055,15+ Days,6
Texas,HOUSTON,77057,03 Days,1
Texas,HOUSTON,77057,04-7 Days,10
Texas,HOUSTON,77057,08-14 Days,3
Texas,HOUSTON,77057,15+ Days,6
Texas,HOUSTON,77058,04-7 Days,6
Texas,HOUSTON,77058,08-14 Days,7
Texas,HOUSTON,77059,15+ Days,2
Texas,HOUSTON,77063,08-14 Days,3
Texas,HOUSTON,77069,15+ Days,8
Texas,HOUSTON,77070,02 Days,1
Texas,HOUSTON,77070,03 Days,12
Texas,HOUSTON,77071,15+ Days,2
Texas,HOUSTON,77074,15+ Days,1
Texas,HOUSTON,77077,03 Days,1
Texas,HOUSTON,77077,08-14 Days,1
Texas,HOUSTON,77077,15+ Days,6
Texas,HOUSTON,77079,15+ Days,3
Texas,HOUSTON,77080,03 Days,1
Texas,HOUSTON,77081,02 Days,1
Texas,HOUSTON,77081,08-14 Days,4
Texas,HOUSTON,77081,15+ Days,7
Texas,HOUSTON,77082,02 Days,1
Texas,HOUSTON,77082,15+ Days,3
Texas,HOUSTON,77084,04-7 Days,6
Texas,HOUSTON,77084,15+ Days,8
Texas,HOUSTON,77086,03 Days,12
Texas,HOUSTON,77086,04-7 Days,5
Texas,HOUSTON,77086,08-14 Days,1
Texas,HOUSTON,77094,04-7 Days,1
Texas,HOUSTON,77095,15+ Days,2
Texas,HOUSTON,77096,15+ Days,4
Texas,HOUSTON,77098,02 Days,1
Texas,HOUSTON,77098,03 Days,3
Texas,HOUSTON,77098,08-14 Days,2
Texas,HOUSTON,77205,08-14 Days,3
Texas,WILLIS,77318,02 Days,9
Texas,HUFFMAN,77336,04-7 Days,3
Texas,KINGWOOD,77339,04-7 Days,1
Texas,KINGWOOD,77345,15+ Days,8
Texas,HUMBLE,77346,03 Days,3
Texas,HUMBLE,77346,04-7 Days,4
Texas,HUMBLE,77346,15+ Days,6
Texas,MAGNOLIA,77354,08-14 Days,5
Texas,TOMBALL,77375,04-7 Days,4
Texas,SPRING,77379,02 Days,2
Texas,SPRING,77379,04-7 Days,10
Texas,SPRING,77379,15+ Days,4
Texas,SPRING,77380,15+ Days,4
Texas,THE WOODLANDS,77381,02 Days,5
Texas,THE WOODLANDS,77381,04-7 Days,9
Texas,THE WOODLANDS,77382,04-7 Days,4
Texas,THE WOODLANDS,77382,08-14 Days,12
Texas,THE WOODLANDS,77382,15+ Days,15
Texas,RICHMOND,77406,15+ Days,3
Texas,BRAZORIA,77422,08-14 Days,3
Texas,CYPRESS,77429,02 Days,3
Texas,CYPRESS,77429,03 Days,7
Texas,CYPRESS,77429,04-7 Days,3
Texas,CYPRESS,77429,15+ Days,9
Texas,CYPRSS,77429,03 Days,1
Texas,CYPRSS,77429,04-7 Days,1
Texas,CYPRESS,77433,02 Days,4
Texas,KATY,77450,03 Days,2
Texas,KATY,77450,04-7 Days,2
Texas,KATY,77450,08-14 Days,3
Texas,KATY,77450,15+ Days,3
Texas,MISSOURI CITY,77459,03 Days,3
Texas,SUGAR LAND,77478,04-7 Days,3
Texas,SUGAR LAND,77479,02 Days,3
Texas,SUGAR LAND,77479,03 Days,1
Texas,SUGAR LAND,77479,04-7 Days,1
Texas,SUGAR LAND,77479,15+ Days,12
Texas,KATY,77493,03 Days,4
Texas,KATY,77494,02 Days,2
Texas,KATY,77494,08-14 Days,6
Texas,KATY,77494,15+ Days,6
Texas,SUGAR LAND,77498,15+ Days,3
Texas,DEER PARK,77536,02 Days,2
Texas,DEER PARK,77536,03 Days,1
Texas,DICKINSON,77539,04-7 Days,6
Texas,FRIENDSWOOD,77546,15+ Days,14
Texas,GALVESTON,77550,15+ Days,2
Texas,LAKE JACKSON,77566,04-7 Days,1
Texas,LAKE JACKSON,77566,15+ Days,12
Texas,LA MARQUE,77568,15+ Days,6
Texas,LA PORTE,77571,15+ Days,6
Texas,PEARLAND,77581,03 Days,3
Texas,PEARLAND,77584,15+ Days,11
Texas,BEAUMONT,77706,02 Days,6
Texas,BOERNE,78006,15+ Days,6
Texas,KERRVILLE,78028,15+ Days,12
Texas,LA VERNIA,78121,04-7 Days,2
Texas,NEW BRAUNFELS,78130,08-14 Days,6
Texas,NEW BRAUNFELS,78130,15+ Days,6
Texas,NEW BRAUNFELS,78132,02 Days,1
Texas,POTH,78147,02 Days,1
Texas,POTH,78147,04-7 Days,1
Texas,UNIVERSAL CITY,78148,08-14 Days,4
Texas,BULVERDE,78163,15+ Days,12
Texas,SAN ANTONIO,78201,15+ Days,8
Texas,SAN ANTONIO,78209,03 Days,3
Texas,SAN ANTONIO,78209,08-14 Days,2
Texas,SAN ANTONIO,78209,15+ Days,3
Texas,SAN ANTONIO,78212,15+ Days,9
Texas,SAN ANTONIO,78216,03 Days,1
Texas,SAN ANTONIO,78216,04-7 Days,1
Texas,SAN ANTONIO,78230,02 Days,2
Texas,SAN ANTONIO,78230,04-7 Days,5
Texas,SAN ANTONIO,78230,08-14 Days,18
Texas,SAN ANTONIO,78230,15+ Days,3
Texas,SAN ANTONIO,78232,08-14 Days,3
Texas,SANANTONIO,78233,15+ Days,3
Texas,SAN ANTONIO,78240,04-7 Days,6
Texas,SAN ANTONIO,78247,08-14 Days,2
Texas,SAN ANTONIO,78247,15+ Days,14
Texas,SAN ANTONIO,78248,04-7 Days,9
Texas,SAN ANTONIO,78249,15+ Days,3
Texas,SAN ANTONIO,78251,04-7 Days,3
Texas,SAN ANTONIO,78254,04-7 Days,4
Texas,SAN ANTONIO,78254,15+ Days,3
Texas,SAN ANTONIO,78255,15+ Days,4
Texas,SAN ANTONIO,78256,15+ Days,6
Texas,SAN ANTONIO,78258,03 Days,3
Texas,FULTON,78358,15+ Days,6
Texas,ROCKPORT,78382,15+ Days,12
Texas,CORPUS CHRISTI,78413,04-7 Days,3
Texas,CORPUS CHRISTI,78413,15+ Days,3
Texas,MCALLEN,78503,02 Days,6
Texas,MCALLEN,78504,02 Days,3
Texas,MISSION,78572,02 Days,2
Texas,MISSION,78572,04-7 Days,9
Texas,BUDA,78610,15+ Days,1
Texas,CEDAR PARK,78613,02 Days,9
Texas,CEDAR PARK,78613,15+ Days,6
Texas,FREDERICKSBURG,78624,04-7 Days,9
Texas,GEORGETOWN,78633,03 Days,3
Texas,LAGO VISTA,78645,04-7 Days,3
Texas,POINT VENTURE,78645,15+ Days,9
Texas,MARBLE FALLS,78654,02 Days,3
Texas,PFLUGERVILLE,78660,08-14 Days,6
Texas,PFLUGERVILLE,78660,15+ Days,6
Texas,ROUND ROCK,78664,08-14 Days,2
Texas,ROUND ROCK,78665,02 Days,9
Texas,SPICEWOOD,78669,04-7 Days,4
Texas,SPICEWOOD,78669,08-14 Days,12
Texas,ROUND ROCK,78681,02 Days,3
Texas,ROUND ROCK,78681,15+ Days,2
Texas,AUSTIN,78701,08-14 Days,3
Texas,AUSTIN,78701,15+ Days,6
Texas,AUSTIN,78702,15+ Days,4
Texas,AUSTIN,78703,04-7 Days,1
Texas,AUSTIN,78703,08-14 Days,6
Texas,AUSTIN,78703,15+ Days,6
Texas,AUSTIN,78704,02 Days,4
Texas,AUSTIN,78704,08-14 Days,3
Texas,AUSTIN,78704,15+ Days,2
Texas,AUSTIN,78705,02 Days,6
Texas,AUSTIN,78705,03 Days,2
Texas,AUSTIN,78705,04-7 Days,1
Texas,AUSTIN,78717,08-14 Days,3
Texas,AUSTIN,78726,02 Days,2
Texas,AUSTIN,78726,04-7 Days,3
Texas,AUSTIN,78727,02 Days,2
Texas,AUSTIN,78727,04-7 Days,7
Texas,AUSTIN,78727,15+ Days,3
Texas,AUSTIN,78729,15+ Days,6
Texas,AUSTIN,78730,02 Days,3
Texas,AUSTIN,78731,04-7 Days,13
Texas,AUSTIN,78731,15+ Days,9
Texas,AUSTIN,78732,02 Days,1
Texas,AUSTIN,78732,08-14 Days,8
Texas,AUSTIN,78732,15+ Days,10
Texas,AUSTIN,78733,04-7 Days,4
Texas,AUSTIN,78733,15+ Days,6
Texas,AUSTIN,78735,02 Days,1
Texas,AUSTIN,78735,08-14 Days,1
Texas,AUSTIN,78735,15+ Days,7
Texas,AUSTIN,78737,08-14 Days,2
Texas,AUSTIN,78738,08-14 Days,2
Texas,AUSTIN,78741,15+ Days,3
Texas,AUSTIN,78745,15+ Days,10
Texas,AUSTIN,78746,03 Days,1
Texas,AUSTIN,78746,04-7 Days,7
Texas,AUSTIN,78746,15+ Days,3
Texas,AUSTIN,78749,02 Days,2
Texas,AUSTIN,78749,03 Days,1
Texas,AUSTIN,78749,08-14 Days,3
Texas,AUSTIN,78749,15+ Days,6
Texas,AUSTIN,78750,04-7 Days,1
Texas,AUSTIN,78750,15+ Days,39
Texas,AUSTIN,78751,15+ Days,1
Texas,AUSTIN,78753,04-7 Days,2
Texas,AUSTIN,78757,15+ Days,2
Texas,AUSTIN,78758,04-7 Days,1
Texas,AUSTIN,78758,15+ Days,2
Texas,AUSTIN,78759,15+ Days,3
Texas,LAGRANGE,78945,08-14 Days,6
Texas,AMARILLO,79109,04-7 Days,1
Texas,AMARILLO,79109,15+ Days,1
Texas,LITTLEFIELD,79339,15+ Days,8
Texas,LUBBOCK,79464,04-7 Days,2
Texas,ABILENE,79605,15+ Days,10
Texas,MIDLAND,79707,02 Days,1
Texas,MIDLAND,79707,03 Days,1
Texas,EL PASO,79912,15+ Days,9
Texas,EL PASO,79938,15+ Days,4
Colorado,AURORA,80012,15+ Days,2
Colorado,AURORA,80013,15+ Days,3
Colorado,AURORA,80015,15+ Days,1
Colorado,CENTENNIAL,80016,08-14 Days,4
Colorado,AURORA,80017,08-14 Days,2
Colorado,BROOMFIELD,80020,01 Day,2
Colorado,COMMERCE CITY,80022,03 Days,2
Colorado,BROOMFIELD,80023,03 Days,2
Colorado,LOUISVILLE,80027,08-14 Days,3
Colorado,SUPERIOR,80027,15+ Days,6
Colorado,WESTMINSTER,80031,04-7 Days,1
Colorado,CASTLE ROCK,80104,03 Days,1
Colorado,CASTLE ROCK,80104,15+ Days,4
Colorado,CASTLE ROCK,80109,08-14 Days,2
Colorado,ENGLEWOOD,80111,15+ Days,1
Colorado,GREENWOOD VILLAGE,80111,01 Day,3
Colorado,CENTENNIAL,80112,03 Days,3
Colorado,CENTENNIAL,80121,15+ Days,1
Colorado,HIGHLANDS RANCH,80126,04-7 Days,1
Colorado,HIGHLANDS RANCH,80126,15+ Days,6
Colorado,LITTLETON,80128,15+ Days,8
Colorado,HIGHLANDS RANCH,80130,15+ Days,3
Colorado,LITTLETON,80130,04-7 Days,1
Colorado,MONUMENT,80132,03 Days,3
Colorado,DENVER,80203,08-14 Days,1
Colorado,DENVER,80205,08-14 Days,1
Colorado,DENVER,80205,15+ Days,5
Colorado,DENVER,80206,04-7 Days,4
Colorado,DENVER,80207,15+ Days,1
Colorado,DENVER,80209,03 Days,8
Colorado,DENVER,80209,15+ Days,5
Colorado,DENVER,80210,04-7 Days,1
Colorado,DENVER,80210,08-14 Days,2
Colorado,DENVER,80210,15+ Days,4
Colorado,DENVER,80211,03 Days,3
Colorado,DENVER,80211,08-14 Days,1
Colorado,DENVER,80212,15+ Days,4
Colorado,DENVER,80218,03 Days,1
Colorado,DENVER,80222,15+ Days,2
Colorado,DENVER,80223,15+ Days,3
Colorado,LAKEWOOD,80227,02 Days,6
Colorado,WESTMINSTER,80234,02 Days,1
Colorado,DENVER,80237,08-14 Days,3
Colorado,THORNTON,80241,04-7 Days,2
Colorado,DENVER,80246,15+ Days,4
Colorado,DENVER,80247,15+ Days,5
Colorado,THORNTON,80260,08-14 Days,1
Colorado,BOULDER,80301,02 Days,4
Colorado,BOULDER,80302,02 Days,2
Colorado,BOULDER,80302,03 Days,2
Colorado,BOULDER,80302,08-14 Days,1
Colorado,BOULDER,80303,04-7 Days,4
Colorado,BOULDER,80304,15+ Days,10
Colorado,BOULDER,80305,02 Days,1
Colorado,GOLDEN,80401,02 Days,17
California,AVON,80421,15+ Days,1
Colorado,GRANBY,80446,08-14 Days,2
Colorado,NEDERLAND,80466,03 Days,2
Colorado,STEAMBOAT SPRINGS,80487,03 Days,2
Colorado,SILVERTHORNE,80498,04-7 Days,6
Colorado,LONGMONT,80501,08-14 Days,3
Colorado,FIRESTONE,80504,03 Days,5
Colorado,LONGMONT,80504,02 Days,1
Colorado,BERTHOUD,80513,15+ Days,3
Colorado,ERIE,80516,15+ Days,9
Colorado,ERIE ,80516,15+ Days,2
Colorado,FORT COLLINS,80521,15+ Days,1
Colorado,FORT COLLINS,80525,01 Day,1
Colorado,FT. COLLINS,80525,01 Day,1
Colorado,FORT COLLINS,80526,04-7 Days,6
Colorado,FORT COLLINS,80526,08-14 Days,1
Colorado,LOVELAND,80538,08-14 Days,1
Colorado,BRIGHTON,80601,15+ Days,2
Colorado,THORNTON,80602,04-7 Days,4
Colorado,WOODLAND PARK,80863,15+ Days,8
Colorado,COLORADO SPRINGS,80906,08-14 Days,6
Colorado,COLORADO SPRINGS,80919,03 Days,2
Colorado,COLORADO SPRINGS,80920,02 Days,3
Colorado,COLORADO SPRINGS,80920,15+ Days,2
Colorado,COLORADO SPRINGS,80946,15+ Days,4
Colorado,CRESTED BUTTE,81224,01 Day,2
Colorado,CRESTED BUTTE,81224,03 Days,2
Colorado,CORTEZ,81321,03 Days,2
Colorado,RIDGWAY,81432,08-14 Days,2
Colorado,GRAND JUNCTION,81507,15+ Days,4
Colorado,BASALT,81621,04-7 Days,2
Colorado,CARBONDALE,81623,08-14 Days,6
Colorado,EAGLE,81631,02 Days,2
Colorado,EAGLE,81631,03 Days,2
Wyoming,CHEYENNE,82009,08-14 Days,4
Wyoming,CODY,82414,03 Days,3
Wyoming,CASPER,82601,08-14 Days,3
Wyoming,SHOSHONI,82649,15+ Days,1
Wyoming,GREEN RIVER,82935,02 Days,1
Wyoming,GREEN RIVER,82935,03 Days,1
Wyoming,GREEN RIVER,82935,08-14 Days,4
Wyoming,TETON VILLAGE,83025,02 Days,2
Idaho,POCATELLO,83201,02 Days,1
Idaho,POCATELLO,83201,04-7 Days,3
Idaho,POCATELLO,83204,15+ Days,1
Idaho,HAILEY,83333,08-14 Days,3
Idaho,HAILEY,83333,15+ Days,4
Idaho,KETCHUM,83340,03 Days,2
Idaho,KETCHUM,83340,04-7 Days,6
Idaho,KETCHUM,83340,08-14 Days,2
Idaho,IDAHO FALLS,83401,15+ Days,1
Idaho,IDAHO FALLS,83404,03 Days,1
Idaho,IDAHO FALLS,83404,15+ Days,12
Wyoming,ALTA,83414,15+ Days,3
Idaho,REXBURG,83440,02 Days,2
Idaho,REXBURG,83440,15+ Days,1
Idaho,EAGE,83616,15+ Days,9
Idaho,EAGLE,83616,02 Days,4
Idaho,EAGLE,83616,03 Days,2
Idaho,KUNA,83634,04-7 Days,2
Idaho,MERIDIAN,83642,03 Days,1
Idaho,MERIDIAN,83646,04-7 Days,2
Idaho,MERIDIAN,83646,15+ Days,1
Idaho,NAMPA,83686,15+ Days,1
Idaho,BOISE,83702,02 Days,2
Idaho,BOISE,83702,04-7 Days,3
Idaho,BOISE,83703,02 Days,1
Idaho,BOISE,83705,04-7 Days,1
Idaho,BOISE,83709,04-7 Days,1
Idaho,BOISE,83715,04-7 Days,4
Idaho,HAYDEN,83835,08-14 Days,2
Utah,AMERICAN FORK,84003,03 Days,2
Utah,HIGHLAND,84003,01 Day,2
Utah,HIGHLAND,84003,08-14 Days,4
Utah,HIGHLAND,84003,15+ Days,2
Utah,ALPINE,84004,01 Day,1
Utah,ALPINE,84004,02 Days,1
Utah,ALPINE,84004,04-7 Days,8
Utah,ALPINE,84004,08-14 Days,2
Utah,ALPINE,84004,15+ Days,4
Utah,BOUNTIFUL,84010,08-14 Days,2
Utah,CENTERVILLE,84014,02 Days,3
Utah,CLINTON,84015,08-14 Days,8
Utah,DRAPER,84020,01 Day,4
Utah,DRAPER,84020,02 Days,1
Utah,DRAPER,84020,15+ Days,18
Utah,FARMINGTON,84025,03 Days,1
Utah,FARMINGTON,84025,15+ Days,2
Utah,HEBER CITY,84032,02 Days,2
Utah,FRANCIS,84036,04-7 Days,1
Utah,KAMAS,84036,04-7 Days,2
Utah,KAMAS,84036,15+ Days,9
Utah,FRUIT HEIGHTS,84037,01 Day,2
Utah,LAYTON,84040,01 Day,2
Utah,LAYTON,84040,08-14 Days,1
Utah,LAYTON,84040,15+ Days,1
Utah,LEHI,84043,04-7 Days,2
Utah,LEHI,84043,08-14 Days,1
Utah,LEHI,84043,15+ Days,3
Utah,SARATOGA SPRINGS,84045,15+ Days,1
Utah,MIDVALE,84047,08-14 Days,2
Utah,MIDWAY,84049,08-14 Days,5
Utah,MIDWAY,84049,15+ Days,2
Utah,OAKLEY,84055,02 Days,3
Utah,OREM,84057,01 Day,2
Utah,OREM,84057,04-7 Days,2
Utah,OREM,84057,15+ Days,3
Utah,OREM,84058,02 Days,2
Utah,OREM,84058,08-14 Days,4
Utah,VINEYARD,84058,01 Day,2
Unknown,SAO PAULO,84060,02 Days,2
Utah,PARK CITY,84060,02 Days,23
Utah,PARK CITY,84060,03 Days,1
Utah,PARK CITY,84060,04-7 Days,26
Utah,PARK CITY,84060,08-14 Days,5
Utah,PARK CITY,84060,15+ Days,16
Utah,CEDAR HILLS,84062,15+ Days,3
Utah,PLEASANT GROVE,84062,02 Days,1
Utah,PLEASANT GROVE,84062,08-14 Days,4
Utah,PLEASANT GROVE,84062,15+ Days,3
Utah,RIVERTON,84065,04-7 Days,4
Utah,ROOSEVELT,84066,03 Days,1
Utah,ROY,84067,08-14 Days,2
Utah,PARK CITY,84068,02 Days,5
Utah,PARK CITY,84068,04-7 Days,2
Utah,PARK CITY,84068,15+ Days,2
Utah,TOOELE,84074,08-14 Days,1
Utah,SYRACUSE,84075,03 Days,1
Utah,TRIDELL,84076,04-7 Days,4
Utah,TRIDELL,84076,08-14 Days,3
Utah,VERNAL,84078,02 Days,3
Utah,VERNAL,84078,04-7 Days,1
Utah,WEST JORDAN,84084,03 Days,2
Utah,WJ,84084,03 Days,1
Utah,WOODS CROSS,84087,03 Days,2
Utah,WEST JORDAN,84088,15+ Days,3
Utah,SANDY,84092,01 Day,1
Utah,SANDY,84092,15+ Days,3
Utah,COTTONWOOD HEIGHTS,84093,02 Days,6
Utah,COTTONWOOD HEIGHTS,84093,04-7 Days,4
Utah,SANDY,84094,15+ Days,4
Utah,SOUTH JORDAN,84095,02 Days,2
Utah,SOUTH JORDAN,84095,04-7 Days,4
Utah,SOUTH JORDAN,84095,08-14 Days,14
Utah,SOUTH JORDAN,84095,15+ Days,1
Utah,HERRIMAN,84096,02 Days,6
Utah,OREM,84097,03 Days,3
Utah,OREM,84097,04-7 Days,1
Utah,OREM,84097,08-14 Days,1
Utah,PARK CITY,84098,02 Days,9
Utah,PARK CITY,84098,04-7 Days,12
Utah,PARK CITY,84098,15+ Days,5
California,SALT LAKE CITY,84101,15+ Days,2
Utah,SALT LAKE CITY,84101,03 Days,1
Utah,SALT LAKE CITY,84101,04-7 Days,3
Utah,SALT LAKE CITY,84101,08-14 Days,2
Utah,SALT LAKE CITY,84102,04-7 Days,2
Utah,SALT LAKE CITY,84102,15+ Days,1
Utah,SALT LAKE CITY,84103,04-7 Days,2
Utah,SALT LAKE CITY,84105,00 Same Day,1
Utah,SALT LAKE CITY,84105,04-7 Days,1
Utah,SALT LAKE CITY,84105,08-14 Days,1
Utah,SALT LAKE CITY,84105,15+ Days,2
Utah,SLC,84105,08-14 Days,12
Utah,SALT LAKE CITY,84106,02 Days,1
Utah,SALT LAKE CITY,84106,03 Days,2
Utah,SALT LAKE CITY,84106,04-7 Days,1
Utah,SALT LAKE CITY,84106,15+ Days,1
Utah,SLC,84106,03 Days,2
Utah,SALT LAKE CITY,84107,04-7 Days,1
Utah,SALT LAKE CITY,84107,15+ Days,1
Utah,SALT LAKE CITY,84108,02 Days,1
Utah,SALT LAKE CITY,84108,03 Days,2
Utah,SALT LAKE CITY,84108,04-7 Days,1
Utah,SALT LAKE CITY,84111,02 Days,2
Utah,SALT LAKE CITY,84112,15+ Days,1
Utah,SALT LAKE CITY,84115,15+ Days,1
Utah,SALT LAKE CITY,84116,03 Days,1
Utah,SALT LAKE CITY,84117,01 Day,1
Utah,SALT LAKE CITY,84119,03 Days,1
Utah,WEST VALLEY,84119,15+ Days,4
Utah,COTTONWOOD HEIGHTS,84121,02 Days,1
Utah,MURRAY,84121,04-7 Days,2
Utah,SALT LAKE CITY,84121,15+ Days,1
Utah,MURRAY,84123,15+ Days,9
Utah,SALT LAKE CITY,84123,02 Days,8
Utah,SALT LAKE CITY,84123,03 Days,4
Utah,SALT LAKE CITY,84124,02 Days,2
Utah,HYDE PARK,84318,04-7 Days,1
Utah,LOGAN,84321,03 Days,4
Utah,LOGAN,84321,04-7 Days,3
Utah,LOGAN,84321,08-14 Days,3
Utah,OGDEN,84403,04-7 Days,4
Utah,FARR WEST,84404,04-7 Days,1
Utah,OGDEN,84404,02 Days,4
Utah,OGDEN,84404,15+ Days,2
Utah,OGDEN,84405,15+ Days,2
Utah,PROVO,84601,08-14 Days,6
Utah,PROVO,84604,01 Day,1
Utah,PROVO,84604,02 Days,2
Utah,PROVO,84606,01 Day,2
Utah,PROVO,84606,02 Days,1
Utah,PROVO,84606,03 Days,2
Utah,HINCKLEY,84635,08-14 Days,3
Utah,OAK CITY,84649,08-14 Days,3
Utah,SPANISH FORK,84660,01 Day,1
Utah,SPRINGVILLE,84663,01 Day,15
Utah,SPRINGVILLE,84663,03 Days,1
Utah,SPRINGVILLE,84663,08-14 Days,1
Utah,SPRINGVILLE,84663,15+ Days,2
Utah,RICHFIELD,84701,04-7 Days,1
Utah,BOULDER,84716,15+ Days,3
Utah,SANTA CLARA,84765,03 Days,1
Utah,WASHIGTON,84780,02 Days,1
Utah,WASHINGTON,84780,02 Days,1
Utah,ST. GEORGE,84790,02 Days,1
Arizona,PHOENIX ,85004,02 Days,1
Arizona,PHOENIX,85014,03 Days,2
Arizona,PHOENIX,85018,08-14 Days,4
Arizona,PHOENIX,85020,02 Days,2
Arizona,PHOENIX,85022,15+ Days,6
Arizona,PHOENIX,85028,03 Days,1
Arizona,PHOENIX,85044,04-7 Days,3
Arizona,PHOENIX,85045,15+ Days,3
Arizona,PHOENIX,85048,03 Days,2
Arizona,PHOENIX,85048,04-7 Days,10
Arizona,PHOENIX,85048,15+ Days,8
Unknown,AZ,85048,03 Days,2
Arizona,PHOENIX,85050,08-14 Days,9
Arizona,PHOENIX,85054,04-7 Days,2
Arizona,PHOENIX,85054,15+ Days,2
Arizona,PHOENIX,85064,04-7 Days,4
Arizona,PHOENIX,85064,15+ Days,3
Arizona,PHOENIX,85070,15+ Days,3
Arizona,PHOENIX,85085,08-14 Days,2
Arizona,PHOENIX,85085,15+ Days,4
Arizona,PHOENIX,85086,15+ Days,3
Arizona,QUEEN CREEK,85142,15+ Days,1
Arizona,MESA,85207,02 Days,1
Arizona,MESA,85209,04-7 Days,4
Arizona,MESA,85210,08-14 Days,2
Arizona,MESA,85213,03 Days,2
Arizona,CHANDLER,85226,04-7 Days,4
Arizona,GILBERT,85233,15+ Days,4
Arizona,GILBERT,85234,08-14 Days,3
Arizona,HIGLEY,85236,15+ Days,3
Arizona,CHANDLER,85248,15+ Days,1
Arizona,CHANDLER,85249,02 Days,3
Arizona,CHANDLER,85249,04-7 Days,11
Arizona,CHANDLER,85249,15+ Days,9
Arizona,SCOTTSDALE,85251,02 Days,1
Arizona,SCOTTSDALE,85251,04-7 Days,1
Arizona,SCOTTSDALE,85251,08-14 Days,8
Arizona,SCOTTSDALE,85251,15+ Days,4
Arizona,SCOTTSDALE,85252,03 Days,2
Arizona,PARADISE VALLEY,85253,08-14 Days,6
Arizona,SCOTTSDALE,85254,04-7 Days,3
Arizona,SCOTTSDALE,85254,08-14 Days,2
Arizona,SCOTTSDALE,85255,03 Days,7
Arizona,SCOTTSDALE,85255,04-7 Days,2
Arizona,SCOTTSDALE,85255,15+ Days,39
Arizona,SCOTTSDALE,85257,04-7 Days,3
Arizona,SCOTTSDALE,85257,08-14 Days,3
Arizona,SCOTTSDALE,85258,15+ Days,5
Arizona,SCOTTSDALE,85259,04-7 Days,4
Arizona,SCOTTSDALE,85260,02 Days,4
Arizona,SCOTTSDALE,85260,04-7 Days,1
Arizona,SCOTTSDALE,85260,08-14 Days,15
Arizona,SCOTTSDALE,85260,15+ Days,4
Arizona,SCOTTSDALE,85262,04-7 Days,4
Arizona,SCOTTSDALE,85266,04-7 Days,3
Arizona,FOUNTAIN HILLS,85268,15+ Days,9
Arizona,TEMPE,85281,02 Days,3
Arizona,TEMPE,85282,04-7 Days,3
Arizona,TEMPE,85282,15+ Days,3
Arizona,TEMPE,85283,15+ Days,1
Arizona,CHANDLER,85286,04-7 Days,3
Arizona,CHANDLER,85286,08-14 Days,1
Arizona,GILBERT,85295,04-7 Days,1
Arizona,GILBERT,85295,08-14 Days,3
Arizona,GILBERT,85298,04-7 Days,3
Arizona,GLENDALE,85303,08-14 Days,6
Arizona,GLENDALE,85308,08-14 Days,2
Arizona,GLENDALE,85308,15+ Days,3
Arizona,LAVEENA,85339,15+ Days,2
Arizona,PEORIA,85381,02 Days,1
Arizona,PEORIA,85383,08-14 Days,1
Arizona,PEORIA,85383,15+ Days,6
Arizona,SURPRISE,85388,02 Days,3
Arizona,TUCSON,85704,04-7 Days,2
Arizona,TUCSON,85711,03 Days,2
